Cấp 1,Cấp 2,Cấp 3,Cấp 4,Cấp 5,Tên ngành VSIC 2018,Từ khóa nhận diện và phân loại gói thầu,Nhóm lĩnh vực phân loại lại,Lĩnh vực chi tiết trong đấu thầu (phân loại lại),
,,856,8560,85600,Dịch vụ hỗ trợ giáo dục,"Thiết bị giảng dạy, Bàn học sinh, Ghế học sinh, bảng, máy chiếu",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
Q,,,,,Y TẾ VÀ HOẠT ĐỘNG TRỢ GIÚP XÃ HỘI,,,,
,86,,,,Hoạt động y tế,,,,
,,861,8610,,"Hoạt động của các bệnh viện, trạm y tế",,,,
,,,,86101,Hoạt động của các bệnh viện,"Mua thuốc, dược phẩm, hoạt chất, vắc xin",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,,,"Phòng khám, dịch vụ khám chữa, tư vấn sức khỏe, thuê thiết bị, thuê ngoài",Phi tư vấn,,
,,,,,,"Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,86102,Hoạt động của các trạm y tế và trạm y tế bộ/ngành,"Mua thuốc, dược phẩm, hoạt chất",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,,,"Phòng khám, dịch vụ khám chữa, tư vấn sức khỏe, thuê thiết bị, thuê ngoài",Phi tư vấn,Phi tư vấn,
,,,,,,"Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,862,8620,,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",,,,
,,,,86201,"Hoạt động của các phòng khám đa khoa, chuyên khoa","Mua thuốc, dược phẩm, hoạt chất, vắc xin",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,,,"Phòng khám, dịch vụ khám chữa, tư vấn sức khỏe, thuê thiết bị, thuê ngoài",Phi tư vấn,Phi tư vấn,
,,,,,,"Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,86202,Hoạt động của các phòng khám nha khoa,"Mua thuốc, dược phẩm, hoạt chất",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,,,"Phòng khám, dịch vụ khám chữa, tư vấn sức khỏe, thuê thiết bị, thuê ngoài",Phi tư vấn,Phi tư vấn,
,,,,,,"Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,869,,,Hoạt động y tế khác,,,,
,,,8691,86910,Hoạt động y tế dự phòng,"Mua thuốc, dược phẩm, hoạt chất, vắc xin",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,,,"Thiết bị y tế, máy móc, dụng cụ y tế, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,8692,86920,"Hoạt động của hệ thống cơ sở chỉnh hình, phục hồi chức năng","Thuốc, Phòng khám, dịch vụ khám chữa, tư vấn sức khỏe, thuê thiết bị, thuê ngoài",Phi tư vấn,Phi tư vấn,
,,,,,,"Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,8699,86990,Hoạt động y tế khác chưa được phân vào đâu,"Thuốc, Phòng khám, dịch vụ khám chữa, tư vấn sức khỏe, thuê thiết bị, thuê ngoài",Phi tư vấn,Phi tư vấn,
,,,,,,"Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,87,,,,"Hoạt động chăm sóc, điều dưỡng tập trung",,,,
,,871,8710,,"Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng",,Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,87101,"Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng thương bệnh binh","Thuốc, thực phẩm chức năng, Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,87109,"Hoạt động của các cơ sở nuôi dưỡng, điều dưỡng các đối tượng khác","Thuốc, thực phẩm chức năng, Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,872,8720,,"Hoạt động chăm sóc sức khoẻ người bị thiểu năng, tâm thần và người nghiện",,Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,87201,"Hoạt động chăm sóc sức khoẻ người bị thiểu năng, tâm thần","Thuốc, thực phẩm chức năng, Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,87202,"Hoạt động chăm sóc sức khoẻ, cai nghiện phục hồi người nghiện","Thuốc, thực phẩm chức năng, Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,873,8730,,"Hoạt động chăm sóc sức khoẻ người có công, người già và người khuyết tật không có khả năng tự chăm sóc",,Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,87301,Hoạt động chăm sóc sức khoẻ người có công (trừ thương bệnh binh),"Thuốc, thực phẩm chức năng, Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,87302,Hoạt động chăm sóc sức khoẻ người già,"Thuốc, thực phẩm chức năng, Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,87303,Hoạt động chăm sóc sức khoẻ người khuyết tật,"Thuốc, thực phẩm chức năng, Thiết bị y tế, máy móc, dụng cụ y tế, chỉnh hình, nội thất, trang thiết bị",Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,879,8790,,Hoạt động chăm sóc tập trung khác,,Mua sắm hàng hóa,"Thiết bị, vật tư ngành y tế, thể dục thể thao",
,,,,87901,"Hoạt động chữa bệnh, phục hồi nhân phẩm cho đối tượng mại dâm","Trung tâm cai nghiện, trung tâm cải tạo",Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,,,87909,Hoạt động chăm sóc tập trung khác chưa được phân vào đâu,"Nhà điều dưỡng, nhà dưỡng lão, trại dưỡng lão, trung tâm dưỡng lão, trung tâm điều dưỡng",Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,88,,,,Hoạt động trợ giúp xã hội không tập trung,,,,
,,881,8810,,"Hoạt động trợ giúp xã hội không tập trung đối với người có công, thương bệnh binh, người già và người khuyết tật",,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,,,88101,Hoạt động trợ giúp xã hội không tập trung đối với người có công (trừ thương bệnh binh),Trợ giúp xã hội,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,,,88102,Hoạt động trợ giúp xã hội không tập trung đối với thương bệnh binh,"Nhà điều dưỡng, nhà thương binh",Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,,,88103,Hoạt động trợ giúp xã hội không tập trung đối với người già và người khuyết tật,Nhà dưỡng lão,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,889,8890,88900,Hoạt động trợ giúp xã hội không tập trung khác,,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
R,,,,,"NGHỆ THUẬT, VUI CHƠI VÀ GIẢI TRÍ",,,,
,90,900,9000,90000,"Hoạt động sáng tác, nghệ thuật và giải trí","Tác phẩm, bản quyền tác giả, nhạc cụ, dụng cụ, trang âm, thiết bị âm thanh, ánh sáng",Phi tư vấn,Phi tư vấn,
,91,,,,"Hoạt động của thư viện, lưu trữ, bảo tàng và các hoạt động văn hóa khác",,,,
,,910,,,"Hoạt động của thư viện, lưu trữ, bảo tàng và các hoạt động văn hóa khác",,Phi tư vấn,Phi tư vấn,
,,,9101,91010,Hoạt động thư viện và lưu trữ,"Lưu trữ, dịch vụ văn thư lưu trữ",Phi tư vấn,Phi tư vấn,
,,,9102,91020,"Hoạt động bảo tồn, bảo tàng","Bảo tàng, bảo tồn",Phi tư vấn,Phi tư vấn,
,,,9103,91030,"Hoạt động của các vườn bách thảo, bách thú và khu bảo tồn tự nhiên","Bách thảo, bách thú, thăm quan bảo tàng, công viên","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,92,920,9200,,"Hoạt động xổ số, cá cược và đánh bạc",,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,,92001,Hoạt động xổ số,"Xổ số, quay xổ số","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,,92002,Hoạt động cá cược và đánh bạc,"Thông tin, truyền thông, quảng cáo, sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,93,,,,"Hoạt động thể thao, vui chơi và giải trí",,,,
,,931,,,Hoạt động thể thao,,,,
,,,9311,93110,Hoạt động của các cơ sở thể thao,thể dục thể thao,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,9312,93120,Hoạt động của các câu lạc bộ thể thao,"Phòng tập, vé tháng","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",21/12
,,,9319,93190,Hoạt động thể thao khác,"Vé xem, giải đấu","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,932,,,Hoạt động vui chơi giải trí khác,,,,
,,,9321,93210,Hoạt động của các công viên vui chơi và công viên theo chủ đề,vui chơi công viên; vui chơi công cộng,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,9329,93290,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,"vui chơi, giải trí","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
S,,,,,HOẠT ĐỘNG DỊCH VỤ KHÁC,,,,
,94,,,,"Hoạt động của các hiệp hội, tổ chức khác",,,,
,,941,,,"Hoạt động của các hiệp hội kinh doanh, nghiệp chủ và nghề nghiệp",,,,
,,,9411,94110,Hoạt động của các hiệp hội kinh doanh và nghiệp chủ,"Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,9412,94120,Hoạt động của các hội nghề nghiệp,"Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,942,9420,94200,Hoạt động của công đoàn,"Công đoàn, họp họp,","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,949,,,Hoạt động của các tổ chức khác,,,,
,,,9491,94910,Hoạt động của các tổ chức tôn giáo,"Tôn giáo, tổ chức thuyết giảng","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,9499,94990,Hoạt động của các tổ chức khác chưa được phân vào đâu,"Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,95,,,,"Sửa chữa máy vi tính, đồ dùng cá nhân và gia đình",,,,
,,951,,,Sửa chữa máy vi tính và thiết bị liên lạc,,,,
,,,9511,95110,Sửa chữa máy vi tính và thiết bị ngoại vi,Sửa chữa máy tính,Phi tư vấn,Phi tư vấn,
,,,9512,95120,Sửa chữa thiết bị liên lạc,"Sửa chữa thiết bị điện tử, sửa chữa thiết bị liên lac",Phi tư vấn,Phi tư vấn,
,,952,,,Sửa chữa đồ dùng cá nhân và gia đình,,,,
,,,9521,95210,Sửa chữa thiết bị nghe nhìn điện tử gia dụng,Sửa chữa thiết bị điện tử,Phi tư vấn,Phi tư vấn,
,,,9522,95220,"Sửa chữa thiết bị, đồ dùng gia đình","Sửa chữa thiết bị gia đình, sửa chữa đồ gia đình",Phi tư vấn,Phi tư vấn,
,,,9523,95230,"Sửa chữa giày, dép, hàng da và giả da","Sửa chữa giày dép, sửa chữa túi xách, sửa chữa đồ da",Phi tư vấn,Phi tư vấn,
,,,9524,95240,"Sửa chữa giường, tủ, bàn, ghế và đồ nội thất tương tư",Nội thất,Phi tư vấn,Phi tư vấn,
,,,9529,95290,"Sửa chữa xe đạp, đồng hồ, đồ dùng cá nhân và gia đình khác chưa được phân vào đâu","Sửa chữa thiết bị gia đình, xe đạp, đồng hồ",Phi tư vấn,Phi tư vấn,
,96,,,,Hoạt động dịch vụ phục vụ cá nhân khác,,,,
,,961,9610,96100,"Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao)","Tắm hơi, massage, tắm khoáng",Phi tư vấn,Phi tư vấn,
,,962,9620,96200,"Giặt là, làm sạch các sản phẩm dệt và lông thú","Giặt là, giặt khô, giặt hơi",Phi tư vấn,Phi tư vấn,
,,963,,,Hoạt động dịch vụ phục vụ cá nhân khác chưa được phân vào đâu,,,,
,,,9631,96310,"Cắt tóc, làm đầu, gội đầu","Cắt tóc, gội đầu, làm tóc, nhuộm tóc, uốn tóc",Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,,9632,96320,Hoạt động dịch vụ phục vụ tang lễ,Tang lễ,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,,9633,96330,Hoạt động dịch vụ phục vụ hôn lễ,"Tổ chức sự kiện, tiệc cưới, trung tâm tổ chức",Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,,9639,96390,Hoạt động dịch vụ phục vụ cá nhân khác còn lại chưa được phân vào đâu,,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
T,,,,,"HOẠT ĐỘNG LÀM THUÊ CÁC CÔNG VIỆC TRONG CÁC HỘ GIA ĐÌNH, SẢN XUẤT SẢN PHẨM VẬT CHẤT VÀ DỊCH VỤ TỰ TIÊU DÙNG CỦA HỘ GIA ĐÌNH",,,,
,97,970,9700,97000,Hoạt động làm thuê công việc gia đình trong các hộ gia đình, Tư vấn việc làm,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,98,,,,Hoạt động sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình,,,,
,,981,9810,98100,Hoạt động sản xuất các sản phẩm vật chất tự tiêu dùng của hộ gia đình,Hàng tiêu dùng nhanh,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,982,9820,98200,Hoạt động sản xuất các sản phẩm dịch vụ tự tiêu dùng của hộ gia đình,Hàng tiêu dùng nhanh,Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
U,,,,,HOẠT ĐỘNG CỦA CÁC TỔ CHỨC VÀ CƠ QUAN QUỐC TẾ,,,,
,99,990,9900,99000,Hoạt động của các tổ chức và cơ quan quốc tế,"Truyền thông, in ấn, tổ chức sự kiện, cơ quan quốc tế, tổ chức quốc tế","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
